명칭,우편번호,관리자,전화번호,주소,위도,경도,개요, 유산구분,문의 및 안내,개장일,쉬는날,체험안내,체험가능연령,수용인원,이용시기,이용시간,주차시설,유모차 대여 여부,애완동물 동반 가능 여부,신용카드 가능 여부,상세정보
청호서원,42181,,,대구광역시 수성구 청호로 250-11,35.8394715028,128.6409928466,"1694년(숙종 20)에 지방 유림의 공의로 손처눌(孫處訥)과 손조서(孫肇瑞)의 학문과 덕행을 추모하기 위해 창건하여 위패를 모셨다. 1755년(영조 31)에 유시번(柳時藩), 1764년에 정호인(鄭好仁)을 추가 배향하여 선현배향과 교육의 일익을 담당하여왔다. 그 뒤 1868년(고종 5)에 대원군의 서원철폐령으로 훼철되었으며, 1972년 유림의 공의로 복원되었다. 경내의 건물로는 3칸의 묘우(廟宇), 삼문(三門), 4칸의 부교당(敷敎堂), 각 5칸의 산택재(山澤齋)와 풍뢰헌(風雷軒), 고사(雇舍), 집의문(集義門), 유허비(遺墟碑), 비각(碑閣) 등이 있다. 사우에는 손처눌을 주벽(主壁)으로 하여 좌우에 유시번과 정호인의 위패가 봉안되어 있다. 부교당은 서원의 강당으로 유생들이 각종 행사 때 강론하는 곳으로 사용하였다. 산택재와 풍뢰헌은 각각 동재(東齋)와 서재(西齋)로, 유생들이 기거하면서 공부하는 곳으로 사용되었다. 이 서원에서는 매년 8월 하정(下丁 : 세 번째 丁日)에 향사를 지내고 있으며, 제품(祭品)은 4변(籩) 4두(豆)이다. 유물로는 임진왜란·병자호란·정유재란 때의 일기 등 많은 서적이 있으며, 재산으로는 밭 900평, 임야 15정보 등이 있다.<br>",,053-666-4927,,,,,,,,,없음,없음,,
화암서원,41481,,,대구광역시 북구 노곡로5길 7-18(노곡동),35.9057208742,128.5617257624,화암서원(華巖書院)은 정조 을유년(乙酉年)에 영남의 많은 사림들이 백인관(白仁寬) 선생의 충효정신을 추모하고 교육의 목적으로 성서(城西) 장기동(퇴락(頹落)함에 사람 및 후손들은 우구(憂懼)함을 이기지 못하여 경선재지(景長基洞)에 청원하여 봉사(奉祀)하여 오던 중 백문연·백용채(白文連·白龍采) 두 분을 추향하게 되었다. 82년간 지속하다 훼철당한 후 공께서 노후에 노곡동에 두어간 집을 세워 경선정(景禪亭)이라 편액하여 후학강론(後學講論)하시든 정(亭)을 사림 및 후손들이 경선재(景禪齋)로 중창(重刱)하였으나 또한 재(齋)가 禪齋址)에 중건을 합의하여 경오년(庚午年)에 기공(起工)하여 정축년(丁丑年 1997) 중춘(仲春)에 낙성(落成)하여 지금에 이르고 있다.<br>,,053-665-4326,,,,,,,,,없음,없음,,
송담서원(대구),43006,,,대구광역시 달성군 구지면 구지서로 530-47,35.6964852976,128.3596548955,"구지면 도동리 소재의 이곳은 임진왜란때 종군하여 큰 공을 세웠으며, 정유 재란때 의병대장으로 활약한 대암 박성을 배향하는 곳으로 그의 유덕을 기리기 위해 영남유림에서 서당을 건립했다. 그러나, 한일합방시 친일파의 방화로 서원과 비각이 소실되었던 것을 후손들이 송담서원 삼문제각과 비각을 복원하였다. 이 건물은 정면5간, 측면 2간의 팔작지붕이다.<br /><br /><출처 : 달성군 문화관광><br>",,053-668-3162,,,"시제(時祭)(분향강신(焚香降神), 참신(參神), 초헌(初獻), 아헌(亞獻), 종헌(종獻), 유식(侑食), 복반(復飯), 사신(辭神), 철상(撤床), 음복(飮福))",,,,,,없음,없음,,
남계서원,39006,,,대구광역시 군위군 군위읍 대북길 9,36.2537618464,128.5576941217,"유성룡이 1583년(선조 16) 경상도관찰사로 있을 때 남계서당을 건립하였는데, 1621년(광해군 13) 후학들이 중수하고 서애의 위패를 모셨으며, 남계서원으로 승격시켰다. 1787년(정조 11)에 이호민(李好閔)을 추가 배향하였다. 1868년(고종 5)에 전국의 서원을 일제히 정리하고 철폐함에 위패는 하회로 옮겨 모시고 서당으로 격하되었으며 6.25 사변으로 소실되었다. 1990년에 유림의 의해 복원하기로 결의하여 1991년에 복원되었다.<br>",,054-380-6878,,,,,,,,,없음,없음,,
남곡서원,39045,,,대구광역시 군위군 우보면 미성3길 66-7,36.1700817230,128.6668423916,"고려 보문각 대제학과 판도판서의 관직에 오른 영천이씨 영양군 6세 남곡공 휘 석지와 그의 자제인 집현전 제학과 한성부윤이셨던 장자 휘 안우, 직제학 겸 병조판서이신 차자 휘 안직, 이조 정랑이 신 삼자 휘 안유, 군기사부정 휘 현실, 휘 안실 등 6위를 배향하고 있으며, 매년 음력 3월 첫 일요일 영천이씨 남곡공파 후손들이 참 석하여 제사를 올린다. 대강당은 남곡공과 다섯아드님을 경모하고 학업을 연수하는 곳으로 『남곡서원』이라는 현판을 달았으며 서원으로 들어가는 문은 협문과 대문이 있으며 이름을 『歸堂門(귀당문)』이라하였다. 경내에는 남곡공의 사적비와 비각, 제학공의 유적비와 비각, 두문동 72현의 행적을 새긴 와비와 창건기문, 남곡서원 표지석 등이 세워져 있다. 사당인 효충사는 5위의 위패를 종향하였고 신삼문(神三門)을 지어 『향례문(享禮門)』이라 하였으며 평소 출입하는 『숭의문(숭의문)』과 협문을 세웠다.<br /><br />[출처 : 군위문화관광]<br>",,054-380-6063,,,향사,,,,,,없음,없음,,
문양서원,39062,,,대구광역시 군위군 부계면 남방길 37,36.0956820145,128.6763575443,"1793년(정조 17) 이언을 모시기 위하여 건립되었으며, 1868년(고종 5) 흥선대원군의 서원철폐령으로 훼철되었다가 1972년에 복원되었다. 오랫동안 이 지역에서 세력을 형성해 온 흥양 이씨(興陽李氏) 문중에서 소유와 관리를 맡고 있다. 현재 건물2동으로 구성되어 있다.<br>",,054-380-6063,,,,,,,,,없음,없음,,
봉강서원,39044,,,대구광역시 군위군 우보면 화계봉산길 795,36.1692952260,128.6412863399,"문익점(文益漸)과 문래(文萊), 문영(文英)을 기리기 위하여 1609년(광해군 1) 건립된 뒤에 두 차례나 소실되었던 것을 1861년(철종 12) 현재 위치로 이건하여 사액까지 받았으나 1868년(고종 5) 흥선대원군의 서원철폐령으로 훼철된 것을 1958년 현재의 서원 터에 문중의 후손들이 신실인 경현사, 삼문, 강당, 외삼문인 상의문, 충선공 유허비각 등을 복원하였다. 남평문씨(南平文氏) 종중에서 소유와 관리를 맡고 있으며, 해마다 3월 중정(中丁) 에 제사를 지낸다.<br>",,054-380-6063,,,,,,,,,없음,없음,,
북산서원,39006,,,대구광역시 군위군 군위읍 대북길 207-3,36.2693768864,128.5657235235,"1684년 창건하였으며 건물은 총 6동으로 구성되어 있다. 군위에 정착하여 세거해 온 절강 장씨 문중에서 소유와 관리를 맡고 있다. 장해빈은 중국 항주(抗州) 조강현(鳥江懸) 출신으로 조선 선조 정유재란 때 장수로 와서 귀화한 뒤 군위에 정착, 세거(世居)하였다. 1868년(고종 5)에 흥선대원군의 서원 훼철령으로 훼철되었으며 1959년 사람의 중의로 북산서원으로 승격되었다. 건물은 총 6동으로 구성되어 있으며, 군위에 정착하여 세거해 온 절강 장씨 문중에서 소유와 관리를 맡고 있다.<br>",,군위군청 문화관광과 054-380-6076/6066,,,,,,,,,없음,없음,,
양산서원,39066,,,대구광역시 군위군 부계면 남산4길 32,36.0473312758,128.6403648620,"이 고을은 부림홍씨(缶林洪氏)의 세거지로 1710년(숙종 36) 고려말의 충신 홍노(洪魯)와 조선조 좌참찬 겸 양관 대제학(朝鮮朝 左參贊 兼 兩館 大提學) 홍귀달(洪貴達), 이좌좌랑(吏曹佐郞)을 역임한 대학자 홍언충(洪彦忠)의 충절과 학덕을 기리기위해 세분 선생의 영위(靈位)를 봉안하였다. 묘우(廟宇)를 비롯하여 유생 강학을 위한 흥교당(興敎堂)을 중심으로 입나재(立懦齋), 구인재(求仁齋), 읍청루(挹淸樓), 반무당(半畝塘) 등의 부속 건축물로 그 규모가 방대하였으나, 1868년(고종 5) 조정의 서원 철폐령으로 묘우를 비롯한 전 건물이 훼철(毁撤)되는 비운을 겪었다.<br>",,054-380-6063,,,,,,,,,없음,없음,,
양천서원,39008,,,대구광역시 군위군 군위읍 내외량길 243-55,36.2477927125,128.5378654907,"고려시대의 문신이자 서예가인 홍관 (洪灌, ?~1126년)과 홍언박 (洪彦博, 1309~1363년), 조선 중기의 문신 홍위 (洪瑋, 1559~?)를 배향하고 있으며, 남양 홍씨 문중에서 소유와 관리를 맡고 있다. 1786년(정조 10)에 창건하여 남양 홍씨 후손들이 제사를 담당하여 오다가1868 년( 고종 5) 흥선대원군의 서원철폐령으로 훼철되었다. 이후 1926년 이지역에 오랫동안 세거해 온 남양 홍씨후손들에 의하여 복설되었다.<br>",,054-380-6063,,,,,,,,,없음,없음,,
제동서원,39033,,,대구광역시 군위군 효령면 장군당1길 35,36.1232963959,128.5725326047,"고려 말에 김유신 장군의 위패를 모신 사당인 장군당을 건립하고 단오날마다 제사를 올렸는데, 1850년 무렵 화재가 일어나 모두 소실되었다. 그 뒤 김해 김씨 후손들이 다시 사당을 지어 보존해 왔으나, 건물이 너무 낡아 1946년 옛 사당터에 새로운 서원을 창건하였다.   건물은 사당 숭무전(崇武殿)을 비롯하여 총 3동이 있으며, 해마다 단오절(음력 5월 5일)에 제사를 올린다. 서원 뒤쪽으로 계단을 따라 100m 정도 올라가면 1칸 정도의 작은 규모인 장군당이 있으며, 안에는 장군당 유허비가 남아 있다.<br>",,054-380-6063,,,,,,,,,없음,없음,,
화계서원,39051,,,대구광역시 군위군 의흥면 금양3길 16-3,36.1380701413,128.7445892089,돈암공(遯巖公) 휘(諱) 손 기남(孫 起南)을 모시기 위하여 1726년 (영조2)에 창건되었다가 1868년(고종 5)에 흥선대원군의 서원 철폐령으로 훼철되었다가 1897년(광무1년 丁酉)에 당시 의흥군수(義興郡守) 신 태철(申 泰哲)에 의해 복원되었으며 현재 생존해있는 밀양손씨 후손들의 구전에 의하면 대원군의 서원 철폐당시 선조들 집집마다 화계서원의 주요목재(기둥과 대들보 및 석가래 등)를 감추어 두었다가 새로 복원하여 숭덕사(崇德祠) 모성당(慕聖堂)으로 개칭하여 현재 보존하고 있으며 밀양 손씨 (密陽孫氏) 돈암공파(遯巖公派) 종중에서 소유와 관리를 맡고 있으며 매년 음력 3월 첫째 일요일에 향사를 지낸다.<br>,,군위군청 문화관광과 054-380-6076/6066,,,향사,,,,,,없음,없음,,
군위 인각사지,39057,,,대구광역시 군위군 고로면 삼국유사로 250,36.1280941271,128.7783948409,"군위군 화산의 북쪽 기슭 강가 퇴적지대에 지리잡은 절터이다. 인각사는 선덕여왕 시절 원효가 세운 절이라 한다. 그 뒤 고려 때에 크게 고쳐 지었고, 일연이 충렬왕 10년(1284)부터 5년간 이 절에서 머물며 『삼국유사』를 지은 장소로 널리 알려져 있다. 인각사는 언제 세워졌는지 문헌으로는 확인할 수 없다. 그러나 발굴조사 때 대웅전터로 생각되는 건물이 있던 곳에서 통일신라시대의 건물터를 확인하여, 신라 후기에 이미 있었던 것으로 짐작하고 있다.지금의 인각사에는 법당과 두 채의 건물이 남아 있으며, 중요문화재로 인각사 보각국사탑과 비(보물)가 있다.<br /><br />* 소유자 - 인각사<br />* 면적 - 13,302㎡ <br />* 시대 - 통일신라<br>",,군위군 문화관광과 054-380-6066,,,,,,,,,없음,없음,,
달성 태고정,42900,,,대구광역시 달성군 하빈면 육신사길 64,35.9113509020,128.4166106288,"* 박팽년을 기리는 건물, 태고정 *<br /><br />이 건물은 조선 성종 10년(1479) 박팽년의 손자인 박일산이 세운 별당건축이다. 지금 있는 건물은 선조 25년(1592) 임진왜란 때 불타서 일부만 남았던 것을 광해군 6년(1614)에 다시 지은 것이다. 일명 ‘일시루 (一是樓)’라고도 한다.현재 대청에는 임진왜란 후 치찰사로 온 윤두수의 한시를 새긴 현판과, 정유재란 후 명군 선무관이 남긴 액자들이 있다. 네모난 모양의 단 위에 서 있으며 앞면 4칸 ·옆면 2칸 크기로, 동쪽 2칸은 대청마루이고, 서쪽 2칸은 방으로 꾸몄다. 대청 앞면은 개방되어 있는데 옆면과 뒷면에는 문을 달았을 것으로 추정한다.대청 앞 기둥 사이에는 2층으로 된 난간을 설치하였다. 서쪽에는 온돌방과 부엌을 마련해 놓았는데 단순한 아궁이가 아닌 부엌을 한쪽 구석에 둔 것은 흔치 않은 것이다. 규모는 그리 크지 않은 건물이지만 가구나 세부가공이 정교한 편이다.<br /><br />* 박팽년에 대하여 *<br /><br />조선 전기의 문신. 사육신의 한 사람이다. 집현전 학사로 여러 가지 편찬사업에 종사했고 단종복위를 도모하다 김질의 밀고로 탄로되어 체포되어 고문으로 옥중에서 죽었다. 문장과 글씨에 뛰어났으며, 글씨에 《취금헌천자문(醉琴軒千字文)》이 있다. 묘는 서울 노량진 사육신묘역에 있다.<br>",,053-668-3162,,,,,,,,,없음,없음,,
아양기찻길,41051,,,대구광역시 동구 해동로 82(지저동),35.8903490289,128.6383388839,"78년이란 긴세월동안 금호강을 가로지르는 아양철교로 운영하던 역사성과 산업문화유산의 가치를 고려해 폐철교를 도심 속 시민문화 여가공간으로 아양기찻길이라는 새로운 관광지로 새롭게 태어났다. 아양기찻길은 길이 277m, 높이 14.2m, 연면적 427.75㎡ 로 전망대와 갤러리 전시장, 디지털 다리 박물관, 카페등을 갖추고 있으며, 폐철교를 공공디자인과 접목해 복원한 점을 높이 평가받고 독일의 레드닷 디자인 어워드 상을 받고, 현재는 드라마 촬영지로 각광을 받고 있다. 주변에 십리 벚꽃길, 노래비, 동촌유원지, 옹기종기 행복마을을 관광할 수 있다.<br>",,동대구역 관광안내소 053-939-0080,,연중무휴,,전연령,,,00:00~24:00,주차가능,없음,없음,,"화장실:있음
"
대구 녹색에너지체험관,42716,,,대구광역시 달서구 성서공단로 52(대천동),35.8346303496,128.4881842177,"이곳에선 따스한 햇빛도 졸졸 시냇물도 시원한 바람도 모두 에너지가 된다. 에너지를 만들고, 똑똑하게 쓰는 법을 배우는 곳, 에너지를 아껴 쓸 때마다 우리 지구는 깨끗해지고 더 살만한 곳이 된다니 더욱 차근차근 살펴볼 만하다.<br>",,053-580-7939,,토~일요일 및 공휴일,"* 프로그램 : 전시관 및 체험관(화석에너지와 기후변화, 에너지교실, 녹색도시 대구 등)<br />
* 신청방법 : http://www.energy.or.kr > 홍보교육마당 > 녹색에너지체험관 (대구)",6세 이상,오전/오후 각 70명,,월~금 09:00~18:00,있음,없음,없음,,"입 장 료:무료
이용가능시설:4D영상관, 전시관, 에너지교실, 야외전시관 등
내국인 예약안내:단체(인터넷), 개인(유선) 예약 / 사이트 예약사항 확인 필요
"
한국뇌연구원,41062,,,대구광역시 동구 첨단로 611142-1(신서동),35.8829515586,128.7297727064,"<br><strong>쭈글쭈글 주름 안에 무엇이 있을까?</strong><br /><br />신이 만든 가장 좋은 성능의 컴퓨터는 뇌이다. 인간을 만물의 영장이 되게 하는 뇌에는 우주보다 신비하고 넓고 깊은 세계가 있다. 알면 알수록 빠져드는 뇌, 한국뇌연구원에서는 끝없는 머리 속 탐험이 시작된다. 뇌를 연구하는 방법이 궁금하다면 견학 신청으로 둘러 볼 수 있다.<br>",,053-980-8114,,목요일 제외,"* 프로그램 : 영상 관람, 뇌신경이미징센터, 실험실 견학, 뇌과학자와 토크, 기념촬영<br>
* 신청방법 : http://www.kbri.re.kr > 홍보 > 견학안내",단체 (학생/유관업계),15~25명,,월~금 14:00~17:00,있음,없음,없음,,"입 장 료:무료
내국인 예약안내:견학일 1달 전까지 이메일 송부
(홈페이지에서 견학신청서 다운로드)
"
대구경북디자인센터,41260,,,대구광역시 동구 동대구로 461(신천동),35.8714286996,128.6248600431,"미래산업에서 중요성이 부각되고 있는 디자인에 관한 경북지역의 거점이다. 대구경북디자인센터는 디자이너, 디자인 학계, 디자인 회사를 모두 아우르는 협업을 지향한다. 포럼, 전시, 지원, 교육 등을 진행하며 관련 단체를 대상으로 견학 프로그램을 진행한다.",,053-740-0077,,주말 및 공휴일,"전반적인 사업추진내용 브리핑, 센터 소개, 사회적 프로그램 소개 및 견학 (단체 성격 및 요청에 따라 협의 가능)",국내·외 단체,10~20명 이내,,평일 근무시간 내 협의 가능 / 수용인원 : 10~20명 이내,있음,없음,없음,,"입 장 료:무료
내국인 예약안내:유선 전화로 일정 협의 필요 
"
한국패션산업연구원,41028,,,대구광역시 동구 팔공로45길 26(봉무동),35.9189680008,128.6378353513,"<strong>스타일리쉬한 꿈, 내일은 패션왕</strong> <br /><br />한국패션산업연구원은 한국패션센터와 한국봉제기술연구소를 통합하여 출범한 연구기관이다. 의류산업 관계자와 학생들에게 패션정보지원, 기업육성지원, 교육지원 등으로 섬유산업의 메카 대구의 명맥을 이어가고 있다. 견학 프로그램은 패션 관련 학과 학생 위주로 하며, 연구원 소개와 전시관, 입주 업체 견학 등을 진행한다. <br>",,053-721-7400,,주말 및 공휴일,"* 프로그램 : 연구원 현황 소개 → 층별 연구소 소개 → 홍보전시관, 입주업체 견학",단체 (학생/유관업계),20~30명 이내,,평일 근무시간 내 협의,있음,없음,없음,,"입 장 료:무료
내국인 예약안내:유선 전화로 일정 협의 필요 (상설 견학 프로그램 없음)  
"
한국섬유개발연구원 (텍스토피아관),41842,,,대구광역시 서구 국채보상로 136,35.8684442422,128.5455337821,"<strong>섬유를 업그레이드 하는 똑똑한 방법</strong><br /><br />섬유관련 연구소 중 가장 긴 역사를 가졌으며 섬유산업의 고부가가치화를 지향한다. 이에 따라 신소재, 신기술개발과 기업 지원에 노력을 기울이고 있다. 2017년 8월부터 견학 프로그램 진행 중이며, 섬유에 관한 기술 정보를 얻고, 섬유 제직공정 견학과 제품 특성을 체험해 볼 수 있다.<br>",,053-560-6670,,,"프로그램 : 홍보 동영상 시청, 섬유 견본 비교 체험, 섬유 제직공정 견학<br />
교육 : 진로체험",단체 (학생/일반),,,월~금 10:00~18:00 (일정 협의 후 결정),없음,없음,없음,,"이용가능시설:의류 소재관, 산업 소재관, 신제품개발센터
입 장 료:무료
외국어 안내서비스:홍보 동영상(영어, 일어, 중국어) 제공
외국인 예약안내:대구광역시 서구청 문화관광 > 섬유스트림산업관광 코스 신청
내국인 예약안내:대구 서구청 문화홍보과 053-663-2163 문의</br>
대구광역시 서구청 문화관광 > 섬유스트림산업관광 코스 신청
한국어 안내서비스:있음
"
진영P&T,41702,,,대구광역시 서구 염색공단천로 31,35.8899085771,128.5509215992,"<strong>무채색 섬유에 색을 그리다 </strong><br /><br />진영P&T는 퀼트용 나염 원단의 생산, 수출 회사이다. 2002년 친환경 에코라벨 인증을 시작으로 매년 각종 수상을 놓치지 않은 우수기업으로써 대구의 ‘섬유스트림산업관광 코스’에 포함되어 있다. 날염 및 후가공 생산공정을 견학하고, 생산 완제품을 관람 한다.",,053-350-3114,,"토 · 일요일, 법정 공휴일","생산공정 체험 - 전처리된 원단에 날염 및 후가공하는 생산공정  견학<br />
완제품 관람 - 이불, 방석, 쿠션 등",,10명 이상~40명 이내,,"하절기(4월~10월) 10:00~19:00 <br />
동절기(11월~3월) 10:00~18:00<br />
※ 전화문의 요망",주차 가능,없음,없음,,"이용가능시설:날엽제조공장, 전시홍보관
입 장 료:무료
내국인 예약안내:대구광역시 서구청 문화관광 > 섬유스트림산업관광 코스 신청
한국어 안내서비스:있음
외국인 예약안내:대구광역시 서구청 문화관광 > 섬유스트림산업관광 코스 신청
외국어 안내서비스:영어, 중국어
"
디아크문화관,42917,,,대구광역시 달성군 다사읍 강정본길 57디아크문화관,35.8411652970,128.4650638527,"낙동강과 금호강이 만나는 합수지점에 설치된 디아크는 이색적인 건축양식만으로도 대구의 명물로서의 역할을 충분히 하고 있다. 자전거를 즐기는 레저 이용객에서부터 연인, 가족동반 관광객들에게 사랑받고 있는 디아크는 저녁 무렵 더 아름다운 모습을 드러내고 있으니, 해가 질 무렵 전망대에 올라 차한잔 마시는 것만으로도 특별한 하루를 만들 수 있다.",,053-585-0916~7,,매주 월요일 / 1월 1일,,누구나,1회 관람 약 500명 수용 가능,,10:00~18:00,가능,없음,없음,,"입 장 료:무료
화장실:있음
내국인 예약안내:단체 전화 예약 / [체험] 디아크 사이트 선착순 접수
"
대구 약령시 한의약박물관,41934,,,대구광역시 중구 달구벌대로415길 49(남성로),35.8685339382,128.5899076470,"350여 년의 전통인 약령시의 역사와 약전골목의 유래를 한눈에 볼 수 있고 체험할 수 있는 전시문화 공간이다. 박물관은 약령시의 유래와 발전과정 등을 그래픽과 애니메이션으로 4개 국어로 소개하고 각종 희귀 한약재를 비롯해 동의보감 등 한의서, 약작두 등의 한방관련 용품 300여 점을 전시하고 있다. 또한 다양한 체험 프로그램을 운영한다. 문화관 입구에 대형 약탕기가 눈길을 끌고 1층에는 전국 유일의 (주) 한약재 도매시장이 있다.",,053-253-4729,,"매주 월요일(공휴일인 경우 정상근무), 1월 1일, 설/추석 당일","체험프로그램 : 한방족욕체험, 한방비누만들기, 한방향첩만들기, 한방미스트만들기, 한방 립밤 만들기 등<br />
시설 : 박물관 전시관람(대구 약령시 역사 및 문화 전시, 한의약 관련 유물, 희귀 한약재 전시)",누구나,최대 150명,,09:00~18:00 (입장마감 17:30),"있음(약령시한의약박물관 뒤편 공영유료주차장, 약령시 서문 공영주차장 등)",없음,없음,,"이용가능시설:한방역사실, 한방체험실, 한방족탕체험실, 한방체험공간
주차요금:* 약령시 서문 주차장<br />
- 운영시간 : 08:00 ~ 18:00<br />
- 이용요금 : 최초 30분 500원, 60분 1,250원<br />
- 무료개방 : 주말 및 공휴일 무료개방<br />
- 기타사항 : 운영시간 이후 무료주차 가능

입 장 료:무료 (일부 체험프로그램의 경우 유료)
화장실:있음(3층 남/여 화장실 2개소, 2층 남/여 화장실 2개소)
외국어 안내서비스:음성 안내기(영어, 일어, 중국어) 3층 안내데스크 대여<br />
외국인 체험프로그램 가능 (통역 가이드는 문의)
외국인 예약안내:전화예약 후 가능
한국어 안내서비스:음성안내기 대여(3층 안내데스크)
"
대구 하중도 (금호꽃섬),41482,,,대구광역시 북구 노곡동 665,35.9007936200,128.5598788398,"대구 북구 8경 중 1경인 금호꽃섬은 2021년 9월 시민공모전을 통해 하중도에서 금호꽃섬으로 명칭이 변경된 곳이다. 팔달교와 노곡교 사이에 위치한 섬으로 유채꽃, 청보리, 코스모스를 볼 수 있고 사계절 모두 방문하기 좋은 명소이다. 연인들의 데이트 장소, 가족 단위의 관광객이 많이 찾는 대구 대표 관광지이다.",,대구 북구청 관광과 053-665-2342~4,,,,,,,"00:00~24:00<br />
※ 단, 폭우 등으로 안전 문제가 제기될 시 이용이 통제될 수 있음",주차 가능,없음,없음,,"입 장 료:무료
"
수성구 관광정보체험센터,42250,,,대구광역시 수성구 유니버시아드로 140대구스타디움몰 1층(히어로 옆),35.8315371496,128.6875778564,"수성구 관광정보체험센터는 대구광역시, 수성구, 경상북도, 경산시에서 공동으로 조성하여 대구한의대학교에서 운영하고 있다. 관광정보안내관, 글로벌교육장, 통역지원실, 체험실, 특산품 판매장 등 7개의 공간으로 이루어져 관광객들이 필요로 하는 지역 명소, 교통․음식․숙박 등 정보를 즉시 전달하고 있다. Ex-body 건강운동, LED패치 스킨케어, 천연 한방화장품 만들기, 한지 공예품 제작, 고유의 전통음악 풍물놀이 등의 특화된 웰니스 체험 프로그램을 운영하고 있다. 야외광장에는 지역에서 최초로 조성한 한국전통문화공연장이 눈길을 사로잡고 매주 토․일요일 4개의 농악단이 풍물 상설공연, 전통놀이 체험을 개최하고 있으며 센터가 위치한 대구스타디움몰은 멀티플랙스 영화관, 동물테마파크, 키즈파크, 대형 할인마트, 의류·음식매장 등 다채로운 시설을 한 번에 이용할 수 있다.<br>",,053-666-4881~4,,"매주 월요일, 공휴일",,,,,평일 10:00 ~ 18:00 / 주말 11:00 ~ 19:00,"컬러스퀘어, 대구스타디움 등 3천여대",없음,없음,,"관 람 료:※ 체험프로그램 별로 상이
주차요금:1시간 무료(이용금액별 5시간 무료)

"
치킨체험 테마파크 땅땅치킨랜드,41027,,,대구광역시 동구 팔공로 220-2,35.9175265690,128.6416906077,"2018년 9월 1일 땅땅랜드가 매년 여름 치맥축제가 열리고 있는 치맥의 성지인 대구에서 오픈 하였다. 대한민국 최초이자 최대의 치킨체험 테마파크인 땅땅랜드는 보고 만들고 먹고 즐기는 공간으로 한 곳에서 4가지의 맛을 동시에 즐길 수 있는 복합문화의 장입니다.365일 공연과 치맥이 함께하는 땅땅랜드 주변에는 삼국시대의  210여기의 불로고분군(사적제262호)이 자리하고 있으며, 수려한 경관의 단산지를 끼고 있는 봉무레포츠공원, 섬유박물관, 방짜유기박물관, 동화사, 시민안전테마파크, 팔공산 케이블카 등 함께 둘러 볼 곳이 많아 관광객들이 많이 찾고 있다.<br>",,053-721-7599,2018년 09월 01일,"매주 월요일, 1월1일, 설날, 추석 당일",치킨 또는 치킨&치킨버거 만들기 체험,만 2세 이상,200명 수용가능,,"평일 - 10:00, 10:40, 11:20, 12:00, 13:00, 14:00, 15:00, 16:00, 17:00<br/>주말 - 10:00, 11:00, 12:00, 13:00, 14:00, 15:00, 16:00, 17:00",있음(소형 24대 / 대형 5대 주차 가능),불가,불가,,"촬영장소:드라맥스TV 드라마 '최고의 치킨'촬영(2019.1.2일 첫방송 예정)

관광코스안내:[불로고분군 가는 길]<br />
동대구역출발 -  아양기찻길 - 불로전통시장 - 불로고분군 - 땅땅랜드(치킨체험) - 봉무레포츠공원(단산지) - 롯데아울렛이시아폴리스점 - 동대구역도착<br />  
<br />
[팔공산 가는 길]<br />
동대구역(지하철 1호선 아양교역)출발 -  땅땅랜드(치킨체험) -  방짜유기박물관  - 동화사 - 팔공산케이블카 - 시민안전테마파크 - 동대구역도착<br />
<br />
[옻골 평광 가는 길]<br /> 
동대구역출발 -  옻골마을 - 평광마을 - 도동측백나무숲 - 불로고분군 - 땅땅랜드(치킨체험) - 봉무레포츠공원 - 섬유박물관 - 동대구역도착
상점정보:[기념품 판매점]<br />
땅땅치킨과 땅땅랜드의 로고로 만들어진 티셔츠, 인형, 머그컵,열쇠고리 등 각종 기념품 판매 닭 관련 조형물, 밥치킨 등 제품 판매<br />
<br />
[쇼핑점]<br />
롯데아울렛이시아폴리스점이 인접해 있어 각종 쇼핑점에서 다양한 제품 판매<br />
<br />
[푸드코트]<br />
200m 거리에 형성된 푸드코트가 있어 다양하게 즐길 수 있는 음식들 선택 가능                                  ""
이용가능시설:[체험시설]<br />
영상관, 전시관, 보물상자 만들기, 치킨체험관, 조리시설,치킨버거체험관<br />
<br />
[기타시설]<br />
편의시설 - 시식코너, 휴게실, 음료대, 커피코너, 대기실<br />
위생시설 - 화장실, 음수대 등
입 장 료:치킨체험 18,500원, 치킨&버거 24,000원
주차요금:무료

화장실:있음

한국어 안내서비스:전문 MC에 의해 진행됨

외국인 예약안내:전화/홈페이지/'이지오더'앱(당일 예약 가능) 

내국인 예약안내:전화/홈페이지/'이지오더'앱(당일 예약 가능) 

"
앞산카페거리,42488,,,대구광역시 남구 대명남로 191,35.8358179977,128.5791122854,"대구시 남구 앞산 부근, 대명 9동 일대에 카페들이 밀집한 골목을 '앞산커페거리'라 부른다. 주택을 개조한 카페, 레스토랑, 갤러리 카페 40여 개가 줄지어 있는 활기찬 거리이다. 이곳에는 커피, 샌드위치, 디저트 등을 취급하는 카페가 가장 많고, 피자, 파스타, 스테이크를 판매하는 레스토랑, 일식당, 맥주 전문점, 파이 전문점 등이 있다. 데이트를 즐기는 연인, 휴일 나들이를 나온 가족들이 달콤한 먹거리와 향기로운 커피를 즐기기 좋은 곳이다.인근에 앞산공원, 안지랑곱창거리 등이 있어, 먹고, 마시고, 휴식하기에 좋다. 대구지하철 1호선 안지랑역에서 걸어서 5~10분 거리이다.",,대구관광정보센터 053-627-1337,,,,,,,,,없음,없음,,
