명칭,우편번호,관리자,전화번호,주소,위도,경도,개요, 유산구분,문의 및 안내,개장일,쉬는날,체험안내,체험가능연령,수용인원,이용시기,이용시간,주차시설,유모차 대여 여부,애완동물 동반 가능 여부,신용카드 가능 여부,상세정보
점새늪연꽃생태공원,,,,대구 동구 대림동 378-1,35.8668647528,128.7439191341,"점새늪연꽃생태공원은 대구 지하철 1호선 안심역에서 10분 정도의 가까운 거리에 위치하며, 인근에 연 갤러리와 금강역 레일카페 등 문화 및 휴식공간이 다양하게 마련되어 있다. 또한 2017년 7월에 제1회 안심창조밸리 연꽃 축제가 열려 많은 사람이 다양한 종류의 연꽃을 볼 수 있어 생태문화 체험과 관광을 즐길 수 있는 명소가 되었다. 공원에는 야간 경관조명, 데크로드 등의 시설이 있다. 경관조명 소등 시간은 하절기 23시까지, 동절기 21~22시까지이다.<br>*사진 출처: 대구시 동구청",,053-662-4077,,없음,"금강역 레일카페, 연 갤러리, 연 생태관, 연꽃 터널, 연꽃생태공원, 점새늪 쉼터(달빛그네, 천국의 계단, 무인카페, 액자 포토존, 연테라리움수족관 등)<br>반야월연꽃단지 산책로<br>가남지 코스, 점새늪 코스, 안심습지 코스, 천천둘레길 코스, 총 거리 약 13km이며, 산책 시간은 약 3시간 이상 소요되는 아름다운 체험 산책로이다.",,,,제한 없음,금강역 레일 카페 앞 주차시설 있음(약 10대 주차 가능),없음,가능,,"입 장 료:무료
"
노태우 대통령 생가,41001,,,대구광역시 동구 용진길 172(신용동),35.9824054582,128.6486381782,"노태우 대통령 생가는 대구 동구 신용동 팔공산 기슭에 자리 잡고 있다. 신용동이란 명칭은 신령스러운 용이 하늘로 올라간 용지가 있다고 하여 이름 붙여졌다. 신용동에 위치한 용진마을에 가면 노태우 대통령 생가가 있다. ‘용의 머리’에 자리한 명당이라 하며, 안채와 사랑채, 외양간 등이 소박한 모습으로 남아 있어 살아있는 역사 교육 현장으로 이용되고 있다. 용진마을은 교하 노씨의 집성촌이기도 하다. 마을 주변은 봄철이면 복사꽃이 만발해 장관을 연출한다. <br>*사진 출처: 대구시 동구청",,053-984-6407,,연중무휴,,,,,09:00 ~ 18:00,,없음,없음,,
주암산가창저수지,38300,,,경상북도 청도군 각북면 오산리,35.7996421023,128.6099244660,"※상수도 보호구역으로 낚시 불가<br/>		
가창저수지 주변은 산책하기 좋다. 가창댐길은 가창 헐티로와 가창저수지 수변 공간을 따라 나무데크 둘레길, 숲길, 마을로 이어지는 걷기 좋은 산책길이자 자연친화적인 드라이브 코스로, 대구 시민들이 즐겨찾는 휴게 명소로 자리잡은 곳이다. 가창저수지를 한눈에 담으려면 대구시 달성군 소재 주암산에 오르면 된다. 가창저수지의 물은 식수나 농업용수로 이용된다. 상수원 보호구역으로 낚시는 불가능하다.",,053-668-3912,,없음,,,,,상시 개방,있음,없음,가능,,
연암공원,41534,,,대구광역시 북구 연암공원로20길 2(산격동),35.9002610938,128.6003419552,"대구시 북구 산격동에는 숨은 볼거리가 많다. 이 가운데 하나가 연암공원이다. 연암공원이 자리 잡은 곳은 해발 130m가량의 연암산이다. 연암산은 이 일대에 제비들이 많았다고 해서 제비의 한자어인 제비 '연' 자를 따와서 지었다.
연암공원의 면적은 약 341,000㎡다. 널찍한 부지 위에 구암서원을 비롯해 유아숲 체험원, 다목적 운동장, 배드민턴장, 물놀이장, 맨발 산책로 등이 있다. 특히 여름철 개장하는 수영장은 한여름 무더위를 날리기에 그만이다.

*사진 출처: 대구광역시청",,053-665-4138,,없음,,,,,상시,있음,없음,가능,,"입 장 료:없음		

"
충혼탑,42502,,,대구광역시 남구 앞산순환로 540(대명동),35.8323157014,128.5837480854,"충혼탑은 한국전쟁 당시 조국 수호를 위해 산화한 대구 출신 호국영령의 영현을 모신 공간이다. 탑은 원래 1958년 5월 대구 수성구 두산동 수성못 옆에 건립했다. 하지만 규모가 작고 장소가 부적합하여 1971년 4월 대덕산 기슭에 탑신 30m, 둘레 9m인 충혼탑을 재 건립하게 되었다. 이후 2017년 6월 리모델링 공사로 기존 충혼탑 내 낡고 좁은 위패 봉안실을 충혼탑의 좌우에 석재로 신축하여 장중한 추모공간으로 새롭게 단장하였다.<br><br>*사진 출처: 대구광역시청",,053-803-5467,,,,,,,,주차가능,없음,없음,,
월곡역사공원,42804,,,대구광역시 달서구 상인로 128(상인동),35.8180249318,128.5446213721,"월곡역사공원은 임진왜란 당시 의병을 일으켜 활약한 월곡 우배선을 기리고자 건립된 공원이다. 공원에는 산책로, 쉼터, 놀이터, 연못 등이 있다. 특히 계절을 달리해 피는 꽃이 아름답기로 유명하다. 월곡역사박물관이 공원과 연이어 자리 잡고 있어 연계 관광이 수월하다. 월곡역사박물관에는 관계된 유물, 단양 우 씨 월촌 종중 소장품, 각종 생활용품과 농기구 등을 전시하고 있다.",,053-667-2798,,,,,,,,있음,없음,가능,,"화장실:있음

"
옻골동산,,,,대구 북구 구암동 산 4,35.9422614565,128.5767928596,"옻골동산은 옻골공원이라고도 부른다. 지난 2001년 건설폐기물 처리시설 용도로 지정됐지만, 사업이 무산되면서 도심 속 공원으로 탈바꿈했다. 옻골동산이 있는 자리는 원래 황량한 땅이었지만 현재는 축구장, 다목적구장, 음수대 등 편의시설을 갖추고 있다. 인근 함지산에서 옻골동산으로 넘어오는 등산 코스가 있어 등산객들의 방문이 잦다. 특히 공원으로 들어가는 초입에 은행나무 가로수길이 멋지다.<br>*사진 출처: 대구광역시청",,053-665-2866,,,,,,,,있음,없음,가능,,"화장실:있음
"
도림사,41015,,,대구광역시 동구 인산로 242(진인동),35.9491440655,128.7298152905,"도림사는 대구시 동구 진인동에 자리 잡은 사찰이다. 대한불교 조계종 제12교구 본사 해인사의 말사로 팔공산 동남쪽 감투봉 아래 위치해 있으며 갓바위 약사여래부처님과 동화사, 파계사 등이 줄지어 서있는 팔공산맥을 마주하고 있다. 대구 지역 포교를 목적으로 세워진 힐링 사찰이다. 단층 건물로는 한국 최대 규모인 대웅보전을 비롯해 화엄전, 관음전, 천불루, 지장전, 소원불대탑 등이 있다. 체험형과 휴식형으로 나뉘어 템플스테이도 운영 중이다.",,053-981-7276,,,템플스테이,,,,제한 없음,주차가능,없음,없음,,"화장실:가능
입 장 료:입장료: 무료 <br>
템플스테이 체험형, 휴식형: 1박 2일 50,000원 <br>
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망
"
리조트 스파밸리 네이처파크,42938,,,대구광역시 달성군 가창면 가창로 891,35.7881605357,128.6353392148,"리조트 스파밸리 네이처파크는 대구시 달성군 가창면에 자리 잡은 실내, 외 동물원이다. 400,000㎡의 넓은 한 부지에 대형 글라스하우스 동물원과 방사형 야외 동물원으로 구성돼 있다. 동물원에는 앵무새, 파충류, 사막여우, 미어캣, 말, 사자 호랑이와 같은 50여 종의 동물, 300마리 이상이 있고 350여 종의 수목, 100여 종 이상의 다양한 꽃들을 주변에 잘 배치해 놓았다. 주요 체험 프로그램으로 플레이 팡팡, 정글챌린지, 카약, 승마 등이 있다. 우리에 가둬 두지 않아 입장객을 따라다니면서 교감하는 동물들도 만날 수 있어 아이들에게 인기 있는 곳이다.",,1688-8511,,"여름 겨울 매주 월요일 휴장, 봄 가을 휴장 없음","*플래이팡팡(트램펄린) - 36개월부터 8세까지 <br>
*정글챌린지 - 키120 이상 <br>
*카약탑승 - 영유아 탑승불가(유료 성인 4,000원 소인3,000원) <br>
*승마체험 - 20키로 미만 (유료 10,000원)",,"10,000명",,10:00 - 18:00 (축제기간에 한해 야간 운영),가능 (약 430대) / 만차 시 예비 주차장 셔틀 운행,없음,불가,,"주차요금:금, 토, 일 및 공휴일 종일 3,000원
입 장 료:성인 1인당 18,000원 / 소아 1인당 16,000원 <br>
네이버 및 소셜커머스(티몬) 등 할인 판매 진행 <br>
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망
화장실:가능
이용가능시설:한식당 영락, 카페테리아 소나무정원
내국인 예약안내:1688-8511
"
아르떼수성랜드,42202,,,대구광역시 수성구 무학로 42(상동),35.8286138894,128.6133983551,"아르떼 수성 랜드는 대구 최초의 놀이공원으로 수성구 상동에 자리 잡고 있다. 어린이들이 즐길 수 있는 12종류의 놀이 기구와 실내 아이스링크, 동물 먹이주기 체험이 가능하고 제기차기, 팽이, 투호 던지기 등의 민속놀이도 할 수 있다. 비행기 카페, 전망대 가든, 바비큐 공간 등 다양한 시설을 별도로 갖춰 놓았고 피크닉 가든에서는 스몰 웨딩과 야외 웨딩, 돌잔치 회갑잔치, 기업행사나 체육대회를 할 수 있다. 시즌별로 다양한 문화 행사를 기획 중이고 체험이 가능한 목공예, 도예, 가죽공예, 식물공예, 켈리그라피 공방도 운영한다.",,053-762-6622,1993년,월요일 (월요일이 공휴일인 경우 그 다음 평일에 휴장),"공예체험 (도예, 가죽, 캘리그라피, 바느질)",,"시간당 2,000명",,"평일 10:00 ~ 19:00 <br>
주말,공휴일 10:00 ~ 20:00",가능 (약 200대),없음,불가,,"촬영장소:mbc예능 아빠 어디가, sbs 예능 런닝맨 등 촬영
화장실:가능 (3개동 (남 25칸 / 여 25칸))
이용가능시설:놀이기구, 아이스링크, 공예마을
입 장 료:입장 3,000원 / 입장+놀이1종 6,500원 / 입장+놀이3종 12,000원 / 입장+놀이5종 17,000원 / 아이스링크 대인 10,000원 / 아이스링크 소인 8,000원 <br>
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망
이용가능시설:수성못전망대 / 바베큐장
"
엘리몽,42753,,,대구광역시 달서구 조암로 38(월성동),35.8250210143,128.5256756252,"엘리몽은 대구시 달서구 월성동에 자리 잡은 대구 최대 규모의 복합문화놀이공간이다. 2.650㎡에 30여 종의 다양한 놀이 시설을 갖춰 어린이들에게 즐거운 놀이 공간을 제공하고 있는데 3층에는 짚라인, 미니기차, 레이싱카, 볼 풀장, 트램펄린, 푸드존이 있고 4층은 오락기와 함께 공주 놀이, 소꿉놀이, 마트 놀이처럼 역할놀이를 할 수 있게 배치했다. 특히 대구에서 최장 거리인 63m의 레이싱 카트가 있어 아이들이 직접 운전하며 스릴을 만끽할 수 있으며 진행 요원들이 있어 안전하게 이용할 수 있다.",,053-288-5000,,,30여 종의 놀이 시설,,,,"월~목: 대관 운영 <br>
금요일: 14:00 ~ 20:00 <br>
주말, 공휴일: 10:00 ~ 20:00",가능 (약 270대),없음,없음,,"화장실:가능
입 장 료:어린이: 주중 일반 3시간 18,000원, 주중 종일 8시간 22,000원, 주말 일반 3시간 21,000원, 주말 종일 8시간 26,000원 <br>
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망
"
화원자연휴양림,42967,,,대구광역시 달성군 화원읍 화원휴양림길 126,35.7718300136,128.5367594539,"화원자연휴양림은 대구시 달성군 화원읍에 자리 잡고 있다. 관리사무소 앞으로 피크닉장이 있고 그 주변으로 맑은 계곡이 흐르고 있어 물놀이하기에 좋다. 숙박시설인 산림문화 휴양관과 숲속의 집이 있는데 숲속의 집이 계곡과 가깝다
산림욕장과 함께 유아 숲 체험장, 전망데크, 족구장, 피크닉장 등을 갖추고 있다. 휴양림은 화원 옥포 IC와 가까워 접근성이 좋고 주변으로 비슬산이 있어 경관이 뛰어나고 달성군민에게는 할인 혜택이 있다. 휴양림 보호 차원에서 숯불 사용은 금지하고 있다.",,053-659-4455,,,,,,,숙박시설 15:00 ~ 익일 12:00,주차가능,없음,없음,,"시설이용료:산림문화 휴양관 5인용: 주중 60,000원 성수기 및 주말 90,000원 <br>
산림문화 휴양관 16인용: 주중 170,000원 성수기 및 주말 240,000원 <br>
숲속의 집 9인용: 주중 100,000원 성수기 및 주말 140,000원 <br>
숲속의 집 12인용: 주중 130,000원 성수기 및 주말 180,000원 <br>
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망
이용가능시설:산림문화 휴양관 <br>
19인용: 두루미 <br>
5인용: 꽃사슴, 다람쥐, 산토끼, 고라니, 반달곰, 오소리, 청솔모, 산양 <br>
 <br>
숲속의 집 <br>
9인용: 솔나리, 꽃창포, 할미꽃, 제비꽃 <br>
12인용: 금난초, 은난초 
"
사라온이야기마을,39014,,,대구광역시 군위군 군위읍 동서길 49,36.2362001424,128.5677576168,"사라온 이야기 마을은 경상북도 군위군 군위읍에 자리 잡고 있다. 우리 선조들이 살아온 역사와 문화, 지혜와 슬기를 체험하는 마을로 적라촌, 적라청, 적라골 3가지 테마로 나누어 재현하고 있다. 적라촌은 마을 공동체 속에서 살아가는 민중들의 이야기를, 적라청은 마을의 분쟁을 다스리고 백성들의 안전을 지키는 관리들의 이야기를, 그리고 적라골은 왜적의 침략에 맞서는 용맹한 의병들의 이야기를 주제로 하고 있다. 사라온 이야기 마을은 이처럼 유물로서의 전통이 아닌 우리 조상들이 살아온 양식을 엿볼 수 있도록 꾸몄다. 또한 현재 우리 생활에 녹아 있는 선조들의 삶의 양식을 체험 및 공연 프로그램 등 다양한 콘텐츠를 바탕으로 느끼고 체험할 수 있다.",,054-380-7216,2015.10.,"월요일 휴관, 월요일이 법정 공휴일인 경우 익일 휴관, 설날ㆍ추석 연휴일 다음의 첫 번째 평일",홈페이지 내 공지사항 게시판 참조,36개월 이상,200명,,09:00 ~ 18:00,"있음 (약 소형 70대, 대형3대 주차가능)",없음,불가,,"입 장 료:성인 3000원/청소년, 군인 2500원/ 경로자, 어린이 2000원		

주차요금:없음

화장실:있음(남/녀 구분)

이용가능시설:관리자 공간, 매표소, 화장실, 환희문(정문), 적라촌, 적라청, 적라골, 야외쉼터
	

한국어 안내서비스:있음

내국인 예약안내:054-380-7216		

"
김수환 추기경 사랑과 나눔공원,,,,대구광역시 군위군 군위읍 용대리238-7,36.2323400809,128.6006187064,"1922년 옹기장수의 아들로 태어난 김수환 추기경의 삶을 돌아볼 수 있는 공간이다. 김수환 추기경의 어린 시절 가족과 함께 살던 집을 복원해 놓은 곳으로 초가삼간 옛집의 모습은 좁은 툇마루, 낮은 처마가 정감을 더해주는 소박한 느낌이다. 한국 최초의 추기경이며 종교와 관계없이 많은 사람에게 존경받는 역사적인 인물이지만 어린 시절엔 작은 초가집에서 태어나고 자랐다는 것을 보여주고 있다. 입구에는 옹기 가마터가 있고 평화의 숲과 십자가의 길이 있는 사랑과 나눔의 공원과도 이어져 있다. 추기경의 삶과 정신을 회고해 볼 수 있는 의미 있는 공간으로 가까이 이어진 기념관에는 추기경님의 조형물과 함께 살아온 역사, 사제복 등도  직접 볼 수 있게 꾸며져 있다.",,054-383-1922,,없음,미사(매일 오후 3시 스테파노 경당),제한없음,기념관: 30명 내외/ 공원: 400~500명,,관람시간 : 09:00 - 18:00 <br>(점심시간: 12:00 - 13:00)<br>※ 동절기(11월~2월): 09:00 - 17:00,"있음(약 소형20대, 대형3대)",없음,가능,,"화장실:있음

주차요금:무료

이용가능시설:기념관, 경당, 추기경생가, 십자가의 길, 펴와의 숲, 추모정원, 중앙광장, 잔디광장, 옹기가마, 청소년 수련원
	

입 장 료:무료		

내국인 예약안내:054-383-1922		

한국어 안내서비스:있음

"
창평지친환경생태공원(창평지),,,,대구광역시 군위군 부계면 창평리 1547,36.0921352221,128.6778325146,창평지 친환경 생태공원은 경북 군위군 부계면 창평리에 있는 친환경 생태 공원이다. 농업용수 공급을 위한 인공 저수지인 창평지 주변을 생태 탐방로로 조성 1.8km를 연결해 놓았다. 생태탐방로는 자연 친화적인 상태를 유지하기 위해 나무 데크를 사용했으며 저수지 수목을 최대한 보존하면서 설치하였다. 저수지를 가로지르는 산책로는 주변 경관이 아름다워 많은 이들이 찾는다. 특히 반딧불을 연상시키는 레이저 야간 조명은 창평지의 자연 경관을 한층 더 돋보이게 해준다. 저녁 데이트 코스로도 좋다.,,054-380-7943,,,,,,,,없음,없음,가능,,"이용가능시설:탐방로 1.8km, 벤치, 야간조명, 화장실 등
	

입 장 료:없음		

화장실:있음

주차요금:없음

"
일연공원,39057,,,대구광역시 군위군 삼국유사면 화북1길 12,36.1285578635,128.7730203025,"일연공원은 경북 군위군 삼국유사면에 자리 잡고 있다. 군위댐 하류에 조성된 이곳은 차박을 즐기는 사람과 물놀이를 즐기는 가족단위 여행객이 많다. 또한 절벽에서 떨어지는 일연폭포의 폭포수는 장관이다. 삼국유사와 관련된 볼거리들이 많고 산책로는 유모차나 킥보드를 이용하기에도 불편이 없도록 조성해 놓았다. 공원은 운동 시설이 갖춰져 있으며 야생화 화원 등을 갖춘 산림 생태지구와 해오름광장, 역사 문화지구, 습지생태지구로 구성돼 있다. 공원 내 취사나 캠핑은 금지돼 있지만 수심이 얕아 물놀이하기 좋고 노지 캠핑을 즐기는 사람들도 많다.",,054-380-6316,,,,,"최적 2,000명",,24시간 운영,"있음 (일반 76대, 대형3대 주차가능)",없음,불가,,"등산로:아미산등산로

입산통제 구간:아미산 등산로 전체

입산통제 기간:2020.11.1 ~2021.5.15 (산불기간)

개방 구간:산불기간 제외 개방

촬영장소:KBS 예능프로그램 1박2일 촬영지

이용가능시설:* 산림생태지구 : 운동시설, 야생화 화원 등<br>* 수변지구 : 물환경 놀이터, 해오름광장, 주차장 등<br>* 역사문화지구 : 군위문화유산의 방, 고향이야기 등<br>* 습지생태지구 : 조류관찰대, 인공습지 등
화장실:있음

주차요금:없음

"
수목원생활온천,42775,,,대구광역시 달서구 상화로 79(진천동),35.8082756316,128.5226430220,"수목원생활온천은 대구시 달서구 진천동에 자리 잡고 있다. 이곳은 지하 843m 아래 광천 온천수를 사용한다. 약알칼리성의 유황 성분을 함유하고 있어 피부 미용과 피로 회복에 효과적이다. 내부에는 대온천장, 바데푸르 불가마, 피트니스센터 등이 갖춰져 있다.",,053-641-0100,,없음,,,,,온천+바데풀 06:00 - 23:00,있음,없음,없음,,"입 장 료:온천+바데풀<br>
(남) 9,000원 / (여) 7,500원<br>
온천+바데풀(어린이) 5,000원<br>
불가마 평일 13,000원 / 공휴일 15,000원<br>
불가마(어린이) 6,000원<br/>
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망

"
미성온천,42759,,,대구광역시 달서구 조암남로28길 9(대천동),35.8176828065,128.5175432112,"미성 온천은 대구시 달서구 대천동에 자리 잡고 있다. 이곳은 지하수, 광천수, 암반수보다 좋다고 알려진 황산염 광천 온천수를 쓴다. 이 덕분에 고혈압, 관절염, 불면증 개선에 효과적이다. 내부에는 대형 바데풀, 폭포탕, 테마가 있는 이벤트탕, 여성 전용 소금 찜질방, 수소 찜질방 등이 갖춰져 있다.",,053-627-8600,,,,,,,06:00 - 22:30,주차가능,없음,없음,,"입 장 료:남자 9,000원, 여자 8,500원, 소인 5,000원  <br>
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망
"
반야월연꽃단지,41092,,,대구광역시 동구 대림로2길 54-5(대림동),35.8686645503,128.7439829668,"안심 연꽃단지로도 불리는 곳으로 금호강을 끼고 있는 국내 최대 규모의 연꽃단지이다. 연꽃이 피기 시작하는 7월부터 8월까지가 특히 볼만하다. 가남지 코스, 점새늪 코스, 안심습지 코스, 천천 둘레길 코스 등 약 13km에 이르는 총 4개의 산책로가 조성되어 있고, 전부 둘러보려면 약 3시간 정도 소요된다. 곳곳에 다리를 쉬어갈 수 있는 정자와 전체 풍경을 조망할 수 있는 전망대도 있다. 공원으로 조성된 곳이 아니라 전망대와 산책로 이외의 지역은 연 생산 농경지이다.",,010-4807-0567,,없음,,,,,00:00~24:00,없음,없음,가능,,"입 장 료:없음		

"
팔현생태공원,42260,,,대구광역시 수성구 팔현길 88-46(고모동),35.8704352593,128.6731141547,관광객들에게는 널리 알려지지 않은 대구의 숨은 유채꽃 명소이다. 평소에는 시민들이 금호강변을 따라 산책을 즐기거나 자전거를 타는 친근한 공간이다. 다른 지역보다 조금 늦은 5월이 되면 팔현 생태공원 전체에 노란 유채꽃이 만발한다. 유채꽃 특유의 달콤한 향기도 봄날의 정취에 흠뻑 빠지게 한다. 최근에는 공원 전체에 다양한 색깔의 국화를 식재해 가을에도 아름다운 경치를 감상할 수 있도록 했다. 연초에는 공원에서 정월대보름 달집태우기 행사도 열린다. 20년 넘게 이어지는 이 행사는 거대한 크기의 달집과 함께 주민들의 소원을 적은 종이를 함께 태워 겨울밤을 화려하게 물들인다.,,053-252-2696(대구시 관광안내소),,,,,,,24시간,주차가능,없음,없음,,
김원일의 마당깊은 집,41933,,,대구광역시 중구 약령길 33-10(계산동2가),35.8683978161,128.5884966640,"대구 약전골목에 있는 문학 체험 전시공간이다. 6.25전쟁 이후 대구 중구를 배경으로 한 소설 <마당깊은 집>의 스토리와 등장인물, 대구 피난민의 삶을 입체적으로 재구성한 곳이다. 옛 남성동 경로당 부지에 한옥을 리모델링하여 조성하였으며, 전시관, 안내실, 화장실, 마당(회랑), 골목, 외대문으로 구성되어 있다. 전시관은 마당깊은 집 모형, 등장인물 소개, 50년대 대구 풍경과 생활사진, 길남이네 방, 김원일 작가 기증품 아카이브, 작가의 방으로 되어 있다. 마당과 골목에는 50년대 수돗가(부엌), 포토존, 사진 게시판을 설치해 피난민의 생활상을 느낄 수 있다. 소설에 등장하는 실제 장소는 아니지만, 이곳에서 길남이와 함께 50년대 대구를 만날 수 있다.",,053-426-2250,,"월요일, 1월 1일, 설, 추석",,,,,09:00 ~ 18:00,있음,없음,없음,,"입 장 료:없음		

"
대구약령시 한방의료체험타운,41934,,,대구광역시 중구 중앙대로77길 45,35.8682589890,128.5909992253,"대구약령시 한방의료체험타운은 우리나라 한방을 대표하는 대구약령시의 활성화와 한의학의 우수성을 널리 알리고자 설립되었습니다.<br>다양하고 특성화된 체험 프로그램을 통해 유아부터 성인까지 한의학을 손쉽게 접할 수 있는 기회를 제공하여 한방대중화에 기여하고 시민 건강증진, 지역경제 발전을 이끌 수 있는 공간으로 자리매김하겠습니다.",,053-422-1075,,"매주월요일, 1월 1일, 추석당일, 설날 당일","한의사가상 진료체험, 스트레스 측정, 사상체질 검사, 인지능력 훈련 체험, 한방약탕기 체험 등), 경혈지압침대. 저주파 발마사지, 한의사 건강상담, 족욕체험 등",전체,50명,,10:00∼17:30,,,,,"이용가능시설:1층(주자장, 관리실), 2층(청년몰 FOOD Court), 3층(청년몰 공방, 디저트, 약업사 등 입주공간), 4층( ICT 한방체험관, 한방제품홍보판매장),   5층(한방의료뷰티체험장), 6층(족욕체험장, 세미나실, 복합문화강좌실), 7층 청년몰(입주공간, 체험타운 관리사무실)		
<br>부대시설: 4층 야외테라스, 7층 옥상정원 등

화장실:2층에서 7층까지 층별 화장실 있음

시설이용료:5층 한방뷰티체험관(5,000원), 6층 족욕체험(5,000원), 4층 ICT한방체험관(무료)<br>5층, 6층 동시이용시 10% 할인

주차요금:30분 1,000원, 추가 30분당 500원
내국인 예약안내:대구시통합예약시스템(https://yeyak.daegu.go.kr) 및 현장예약

"
FXCO (펙스코),41515,,,대구광역시 북구 엑스코로 3,35.9058967855,128.6122129743,"FXCO (펙스코)는 패션 신진디자이너 브랜드 육성을 위한 대구시의 섬유패션 정책산업의 일환으로 2021년 오픈하였고,  패션과 라이프스타일의 공존(Fashion X Co-existence)를 의미한다.<br>신진 패션 디자이너와 젊은 창업가들의 꿈을 이루는  Creative Lifestyle Platform이라는 비전과 함께 대구 최초 컨테이너 ‘복합-패션-문화 공간’ 으로서 30여명의 패션디자이너들, 아티스트, 청년창업가들과 오늘도 새로운 꿈을 계획하고 있다.",,053-383-1670,,"매월 3번째 월요일, 설날당일, 추석당일","1. Co-Place 원데이클래스 (프로그램 주기별 상이)<br> 2. Colorful X (전시 및 이벤트, 주기별 상이)",전연령,,,10:30 - 20:30 (매일),"있음 (지상 20대, 지하 50대 주차 가능)",없음,가능,,"입 장 료:무료입장<br>할인정보<br>1. 카카오톡 채널 친구 추가 시, 2천원 쿠폰 제공 (매장 only) <br>2. 10월 1~16일 | 구매금액별 사은품 증정 (최대 7만원 상당 럭키박스) 
주차요금:최초 30분 1,000원/ 이후 10분당 300원<br>(구매금액별 주차권 제공)
화장실:1층, 2층, 3층, 각 층 有
한국어 안내서비스:예약 필요 (053-383-1670)
"
대구화교협회,41935,,,대구광역시 중구 종로 34 대구화교소학교,35.8688783799,128.5919046844,"대구화교협회는 1929년에 지어진 붉은 벽돌의 2층 서양식 주택이다. 대구 지역 부호인 서병국이 중국 건축가 모문금에게 설계와 시공을 맡겨 건립했다.
장방형의 평면 구조이며, 현관은 화강석을 사용하여 돌출시켜 전체적으로 좌우 대칭의 균형미를 이뤘다. 벽돌은 평양에서 구워 오고 나무는 금강산에서 가져온 것이라는 설이 있다. HID(방첩대)건물로 이용되기도 했다. 건물 1동과 놀이터, 장제스 동상이 있으며, 입구에는 중국 인물 벽화가 그려져 있다. 수려한 미관을 자랑하는 대구 지역의 대표적인 근대 건축물로 현재 대구화교협회 사무실로 이용된다. 얼마 남지 않은 1930년대 근대건축물의 양식을 잘 보여주고 있어 2006년 6월 19일 국가 등록문화재로 지정되었다.
대구 근대 골목 투어 2코스의 마지막지점이다.",,053-661-2624 대구 중구 관광진흥과,,연중무휴,없음.,,,,사전 예약 후 내부 관람가능 (053-255-0561),없음.,,,,"입 장 료:무료
"
3.1만세운동길,41931,,,대구광역시 중구 동산동,35.8678422889,128.5866246223,청라언덕 동무생각 노래비 옆에서 시내 쪽으로 내려가는 90계단까지는 3.1운동 당시 만세운동을 준비하던 학생들이 일본군의 감시를 피해 도심으로 모이기 위해 지나다녔던 솔밭길이다. 계단길에는 3.1운동 당시 모습이 담긴 사진들이 전시되어 그 의미를 더하고 있다.,,053-661-2623,,,,,,,,,,,,
