명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,좌석수,주차 시설,어린이놀이방,개업일,영업시간,쉬는날,대표메뉴,취급메뉴,할인정보,금연/흡연,신용카드정보,포장가능,예약안내,상세정보,인허가번호
두낫디스터브 비슬산,42989,,,대구광역시 달성군 휴양림길 670,35.7002702406,128.4714143985,대구 달성군에 위치한 카페 '두낫디스터브 비슬산'은 대구에서 시작한 대형카페 전문점 두낫디스터브의 매장 중 하나이다. 대표 메뉴인 두낫슈페너를 비롯한 다양한 커피 메뉴와 딸기케이크와 같은 베이커리류도 판매중이다.,010-8263-8956,,,있음,,,10:00-22:00 (라스트오더 21:30),연중무휴,두낫슈페너,두낫슈페너 / 큐브라떼 / 바닐라빈라떼 / 딸기라떼 외,,,,,,,20210189618
조조칼국수 월성점,42724,,,대구광역시 달서구 성서4차첨단로 1201층,35.8252263305,128.5139099892,"조조칼국수 월성점은 대구시 달서구 월암동에 자리 잡고 있다. 
대표 메뉴는 동죽조개가 아낌없이 들어간 물총(동죽) 칼국수다. 이 밖에 물총(동죽) 조개탕, 낙지 해물파전 등을 판다. 
자가용을 타면 남대구IC에서 가깝고, 지하철을 이용하면 대구 도시철도 2호선 죽전역 2번 출구로 나오면 된다. 
인근에 두류워터파크, 달서별빛캠프가 위치하고 있어 연계 관광에 나서기 좋다.",0507-1356-0183,,,있음(무료),0,,10:30~22:00,없음,물총(동죽) 칼국수,"물총(동죽) 조개탕, 낙지 해물파전 등",,,가능,가능,,,20210182383
헤이마,41001,,,대구광역시 동구 파계로 583,35.9820996864,128.6351282671,"헤이마는 대구광역시 동구 중대동에 있다. 헤이마(HEIMA)는 아이슬란드어로 집이라는 뜻으로 카페에 발을 들이면 자연 친화적인 조경시설이 눈에 띈다. 모던한 느낌의 외관과 깔끔한 분위기를 연출하는 인테리어도 돋보인다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 아메리카노다. 이 밖에 에스프레소, 카페라떼, 카푸치노, 플랫화이트, 얼그레이 클래식 등을 맛볼 수 있다. 파군재IC에서 가깝고, 인근에 팔공산 도립공원, 팔공산자동차극장씨네80, 대구동화사가 있다.",053-986-7773,,,있음 / 주차요금 없음,0,,10:00~22:00,연중무휴,아메리카노,"에스프레소, 카페라떼, 카푸치노, 플랫화이트, 얼그레이 클래식 등",,,가능,가능,,"화장실:남녀 구분
",20180161886
피카커피,41415,,,대구광역시 북구 학정로110길 24-1,35.9524601225,128.5671462033,"피카커피는 대구광역시 북구 학정동에 있다. 빨간 벽돌 외관에 깔끔하고 차분한 인테리어가 돋보인다. 야외 테이블도 마련되어 있고 내부에는 개인 좌석이 잘 구분되어 있으며 단체석이 마련되어 있어 각종 모임을 하기에도 좋다. 대표 메뉴는 디카페인 아메리카노다. 이 밖에 아메리카노, 오트라테, 스노우 라테, 버터 스카치 라테 등을 맛볼 수 있다. 대구 지하철 3호선 학정역과 서변IC에서 가깝다. 인근에는 운암지 수변공원, 신전뮤지엄이 있어 연계 관광에 나서기 쉽다.",070-4369-0703,,,없음,0,,09:00~23:00,연중무휴,디카페인 아메리카노,"아메리카노, 오트라떼, 스노우라떼, 버터스카치라떼 등",,,가능,가능,,,20200169527
83커피바,41917,,,대구광역시 중구 북성로 83,35.8743805287,128.5915545615,"83커피바는 대구광역시 중구 북성로1가에 있다. 빈티지한 감각이 돋보이는 외관과 인테리어가 눈에 띈다.
대표 메뉴는 시그니처 라떼다. 일반 라떼와 다르게 깊은 바디감이 있고, 고소하다는 장점이 있다. 구운 견과류의 고소한 향이 첫 모금부터 입안에 퍼진다. 쿠키나 빵과 함께 즐기기 좋다. 이 밖에 젤라또크로플, 스모어쿠키, 오로라 레몬에이드, 젤라또라떼 등도 맛볼 수 있다.
대구 지하철 1호선 중앙로역과 북대구IC에서 가깝다. 인근에는 청라언덕, 약전골목, 대구근대역사관 등이 있어 연계 여행에 나서기 좋다.
※ 반려동물 동반 가능(목줄, 배변봉투 지참)",010-7659-3661,,,있음 / 주차요금 없음,0,,12:00~21:00,월요일,시그니처 라떼,"젤라또크로플, 스모어쿠키, 오로라 레몬에이드, 젤라또라떼 등",,,가능,가능,,,20220204291
까사드테하,42940,,,대구광역시 달성군 녹문길 16-11,35.7354697020,128.6588052798,"까사드테하는 대구광역시 달성군 가창면 삼산리에 위치한 한옥카페로 '카사'는 스페인어로 집을 '테하'는 기와를 의미한다. 내부는 한옥의 전통적인 틀 아래 현대적인 감각이 돋보이는 인테리어로 꾸몄다. 한옥에서 브런치를 즐기는 색다른 경험을 할 수 있는 곳이다. 대표 메뉴는 아메리카노이고, 카페라테, 카푸치노, 팥스무디, 흑임자슈페너, 뱅쇼, 차 등도 맛볼 수 있다. 파동IC에서 가깝고, 인근에 워터파크 스파밸리가 있어 연계 여행에 나서기 좋다.",010-6520-6144,,,있음 / 주차요금 무료,0,,11:00~21:00,연중무휴,아메리카노,"카페라떼, 카푸치노, 팥스무디, 흑임자슈페너, 뱅쇼차 등",,,가능,가능,예약 가능,"화장실:남녀구분
",20200189813
왕거미식당,41945,,053-427-6380,대구광역시 중구 국채보상로 696-8,35.8685509128,128.6067422748,"왕거미식당은 대구광역시 중구 동인동4가에 있다. 30년 넘게 영업한 한우 전문점으로 SBS 예능 프로그램 백종원의 3대 천왕, KBS 2TV 시사 교양 프로그램 생생정보 등 방송에 여러 차례 출연한 바 있다. 노포 분위기의 매장 곳곳에서 세월의 흔적을 엿볼 수 있다. 대표 메뉴는 월요일부터 금요일까지만 맛볼 수 있는 생고기로 주말과 공휴일에는 판매하지 않는다. 생고기 외에 오드리기, 혓바닥, 대창, 육회, 양지머리, 등골 등을 맛볼 수 있다. 대구 지하철 2호선 경대병원역과 북대구IC에서 가깝다. 인근에는 김광석다시그리기길, 헌책방골목, 대구은행 금융박물관 등이 있어 연계 관광이 수월하다.",053-427-6380,,,없음,0,,16:00 - 22:00,매주 일요일,"생고기(평일판매), 오드레기","오드레기, 혓바닥, 대창, 육회, 양지머리, 등골 등",,,가능,,,,19940158069
stay550,42945,,,대구광역시 달성군 성화로 501층,35.8009647012,128.4873907742,"stay550는 대구광역시 달성군 화원읍에 위치한 베이커리 카페다. 현대적이면서도 자연친화적으로 꾸민 외부와 고급스럽고 차분한 분위기의 내부로 이루어졌다. 한쪽면이 유리로 돼 있어 개방감이 있다.
대표 메뉴는할라피뇽롱소세지와 수제 Stay라떼다. 이외에도 망고가 들어간 과일 빙수와 착즙 에이드 등 다양한 메뉴를 즐길 수 있다.
대구 지하철 1호선 설화명곡역과 화원옥포IC에서 가깝다. 인근에는 비슬승마체험장, 달구벌승마공원이 있다.",053-632-1515,,,있음 / 주차요금 없음,0,,09:30~23:00,연중무휴,"할라피뇨롱소세지, Stay라떼(아이스)","콩깍지라떼, 빙수, 마늘바케트 등",,,가능,가능,가능,"화장실:남녀 구분
",20190189388
곳 카페,41002,,,대구광역시 동구 팔공로 525,35.9450568734,128.6465394101,"곳 카페는 대구광역시 동구 지묘동에 있다. 모던한 멋을 풍기는 외관과 내부가 눈에 띈다. 1~5층으로 이루어졌으며, 1~2층은 카페, 3~5층을 게스트하우스다. 2층에는 화장실이 딸린 프라이빗한 공간이 마련돼 있다. 3만 원 이상 주문하면 기본 2시간 동안 사용할 수 있다. 시간 연장은 대기자가 없을 때 시간당 1만 원을 더 내면 된다. 대표 메뉴는 히비스 유자 아이스티다. 이 밖에 유자캐모마일티, 트로피칼에이드, 산사태 팥 빙수, 에스프레소, 아메리카노, 바닐라라떼 등을 맛볼 수 있다. 파군재IC에서 가깝고, 인근에 신숭겸장군유적지, 대구섬유박물관이 있어 연계 여행에 나서기 수월하다.
※ 반려동물 동반 가능(목줄, 배변봉투 지참)",053-984-0033,,,있음 / 주차요금 없음,0,,평일 10:00~21:00 주말 10:00~22:00,연중무휴,히비스 유자 아이스티,"유자캐모마일티, 트로피칼에이드, 에스프레소, 아메리카노, 바닐라라떼, 산사태 팥 빙수 등",,,가능,가능,,"화장실:남녀 구분
",20200161902
기와집보쌈,41436,,,대구광역시 북구 대천로7길 6-10,35.9382448127,128.5533589271,"기와집보쌈은 대구광역시 북구 읍내동에 있다. 현대적인 외관과 깔끔한 분위기의 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 기와집보쌈이다. 이 밖에 산더미 쟁반막국수, 냉막국수, 비빔막국수, 칼국수, 얼큰이칼국수 등을 맛볼 수 있다. 대구 지하철 3호선 동천역과 칠곡IC에서 가깝다. 인근에 운암지 수변공원, 신전뮤지엄이 있다.",053-324-6886,,,있음 / 주차요금 없음,0,,"월~토 11:00~22:00, 일 11:20~21:00",월요일,기와집보쌈,"산더미 쟁반막국수, 냉막국수, 비빔막국수, 칼국수, 얼큰이칼국수 등",,,가능,가능,가능,"화장실:남녀 구분
",20080169083
오늘잡은소 대구칠곡점,41408,,,대구광역시 북구 구리로 183-8,35.9489551044,128.5747261887,"오늘잡은소 대구칠곡점은 대구광역시 북구 국우동에 있다. KBS 2TV 시사 교양 프로그램 생생정보에 출연한 바 있다. 깔끔한 외관과 내부가 눈에 띄는 곳이다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 꽃등심로스구이다. 이 밖에 안심스테이크, 갈비살, 부채살, 육회비빔밥, 물냉면, 비빔냉면 등 등을 맛볼 수 있다. 오전 11시부터 오후 2시까지 한우 불고기와 한돈 고추장불고기, 다양한 반찬과 후식을 푸짐하게 먹을 수 있는 한식뷔페도 운영된다. 단, 일요일은 예외다. 칠곡IC와 서변IC에서 가깝고, 인근에 운암지 수변공원, 신전뮤지엄이 있다.",053-321-2277,,,있음 / 주차요금 없음,1,,"11:00~23:00, 일요일 뷔페 미운영",연중무휴,꽃등심로스구이,"점심뷔페, 안심스테이크, 갈비살, 부채살, 육회비빔밥, 물냉면, 비빔냉면 등",,,가능,가능,,"화장실:남녀 구분
부대시설:유아시설(놀이방)

",20010169737
이가네더덕밥 대구팔공산점,41410,,,대구광역시 북구 이곡길 35-41,35.9388873419,128.6040238857,"이가네더덕밥 대구팔공산점은 대구광역시 북구 서변동에 있다. 단독 건물에 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 대표 메뉴는 한우떡갈비, 한돈떡갈비, 반반떡갈비 더덕구이 정식이다. 이 밖에 더덕송이메로찜, 산채 더덕구이 정식, 육회 더덕구이 정식 등을 맛볼 수 있다. 내부에는 단체석이 마련되어 모임에도 적합하다. 주차장이 두 곳 있다. 서변IC에서 가깝고, 인근에 불로동고분군, 대구섬유박물관이 있다.",053-985-9045,,,있음 / 주차요금 없음,0,,"11:20~21:00, 브레이크 타임 15:00~16:00",월요일,"한우떡갈비, 반반떡갈비, 한돈떡갈비 더덕구이 정식","더덕송이메로찜, 산채 더덕구이 정식, 육회 더덕구이 정식 등",,,가능,가능,가능,"화장실:남녀 구분
",20090169051
이상근의삼거리오징어회타운,41472,,,대구광역시 북구 구암로 280,35.9360675298,128.5668300222,"이상근의삼거리오징어회타운생선회는 대구광역시 북구 구암동에 있다. 대표 메뉴는 모듬회다. 이 밖에 오징어회도 인기고, 오징어통찜, 모듬해산물, 물회 등을 맛볼 수 있다. 각종 해산물을 매일 공수해 와 싱싱하다. 식당은 깔끔한 외관과 인테리어가 돋보인다. 좌식과 입식 테이블을 갖췄으며, 파티션이 잘 되어 있어 일행끼리 오붓하게 식사를 즐길 수 있다. 내부에는 단체석이 마련되어 있어 각종 모임하기 적당하다. 포장 배달도 가능하다. 칠곡IC에서 가깝고, 인근에 운암지 수변공원, 신전뮤지엄이 있어 연계 여행에 나서기 수월하다.",053-325-4244,,,있음 / 주차요금 없음,0,,"평일 14:30~02:00, 주말 12:30~02:00",연중무휴,모듬회,"오징어회, 오징어통찜, 모듬해산물, 물회 등",,,가능,가능,,"화장실:남녀 구분
",20010169013
롤러커피,41966,,,대구광역시 중구 달구벌대로414길 36,35.8645538214,128.5892939232,"롤러커피는 대구광역시 중구 남산동 인쇄 골목에 있는 아담한 규모의 카페다. 오래된 건물이지만, 깔끔하게 꾸민 외관이 돋보인다. 내부 인테리어는 차분한 분위기로 꾸몄고 야외 테이블도 갖추고 있다. 직접 로스팅한 원두를 사용하며 대표 메뉴는 에스프레소이고 이 밖에 아메리카노, 라테 등을 맛볼 수 있다. 대구 지하철 1, 2호선 반월당역과 북대구IC와 가깝다. 인근에 청라언덕, 약전골목, 대구근대역사관 등이 있어 연계 관광에 나서기 쉽다.",053-253-7584,,,없음,0,,08:00~20:00,일요일,에스프레소,"아메리카노, 라떼 등",,,가능,가능,,,20170158490
포켓,42203,,,대구광역시 수성구 수성못길 20,35.8266781604,128.6222642951,"포켓은 대구광역시 수성구 두산동에 있다. 수성못과 인접해 있는 덕분에 멋진 풍경을 감상할 수 있다. 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어도 눈에 띈다. 매일 매장에서 굽는 베이커리류, 신선한 원두로 만드는 커피가 준비되어 있다. 대표 메뉴는 포켓 슈다. 이 밖에 마들렌, 바스크 치즈 케이크, 빅토리아 케이크, 아메리카노, 아인슈페너 등을 맛볼 수 있다. 대구 지하철 3호선 수성못역과 파동IC에서 가깝다. 인근에는 아르떼 수성랜드, 수성유원지가 있다.",070-7766-9929,,,있음 / 주차요금 없음,0,,08:00~24:00,연중무휴,포켓 슈,"마들렌, 바스크 치즈 케이크, 빅토리아 케이크, 아메리카노, 아인슈페너 등",,,가능,가능,,"화장실:남녀 구분
",20020174650
NOT ONLY COFFEE URBAN DELI,42217,,,대구광역시 수성구 용학로 106-7,35.8244394704,128.6193062845,"NOT ONLY COFFEE URBAN DELI는 대구광역시 수성구 두산동에 있다. 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 창밖으로는 수성못을 조망할 수 있다. 대표 메뉴는 에스프레소이며, 이 밖에 아메리카노, 카페라떼, 카푸치노, 그린티, 화이트 골드 라떼 등을 맛볼 수 있다. 파동IC에서 가깝고, 인근에 아르떼 수성랜드, 수성유원지가 있어 연계 관광에 나서기 수월하다.",053-795-5588,,,있음 / 주차요금 없음,0,,10:00~24:00,연중무휴,에스프레소,"아메리카노, 카페라떼, 카푸치노, 그린티, 화이트 골드 라떼 등",,,가능,가능,,"화장실:남녀 구분
",20140174587
방천가족족발&보쌈,41951,,,대구광역시 중구 달구벌대로446길 11,35.8618766554,128.6060258571,"방천 가족 족발&보쌈은 대구광역시 중구 대봉동에 있다. 깔끔한 외관과 차분한 분위기를 연출하는 인테리어가 눈에 띈다. 족발과 보쌈 전문점으로 족발을 만들 때 캐러멜 대신 100% 한약재만 사용한다. 대표 메뉴는 반반 족발 세트다. 이 밖에 가족족발 쟁반세트, 가족 족발, 가족 냉채, 가족 쟁반 국수 등을 맛볼 수 있다. 포장, 배달, 모두 가능하다. 대구 지하철 2호선 경대병원역과 북대구IC에서 가깝다. 주변에는 김광석다시그리기길, 헌책방골목, 대구은행 금융박물관 등이 있어 연계 관광이 수월하다.",053-252-1481,,,없음,0,,"일~목: 15:00~24:00, 금~토 15:00~01:00",연중무휴,반반족발세트,"가족족발 쟁반세트, 가족족발, 가족냉채, 가족 쟁반국수 등",,,가능,가능,,,20130158368
앞산울진대게 본점,42453,,,대구광역시 남구 앞산순환로 559-1,35.8333906162,128.5857395466,"앞산울진대게 본점은 25년 넘은 대게 전문점으로 대구광역시 남구 대명동 앞산맛둘레길 인근에 있다. TV 프로그램에 소개되기도 했다. 깔끔한 외관과 차분한 분위기의 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 대규모 모임하기 좋다. 대표 메뉴는 당연히 대게다. 랍스타, 킹크랩, 모듬초밥, 회덮밥, 해물라면 등도 맛볼 수 있다. 이 밖에 점심 특선 메뉴도 있다. 파동IC에서 가깝고, 인근에 앞산해넘이전망대, 앞산카페거리, 안지랑곱창거리가 있어 식후에 둘러보기 좋다.",053-651-8922,,,있음 / 주차요금 무료,0,,11:30~23:00,연중무휴,대게,"랍스타, 킹크랩, 모듬초밥, 회덮밥, 해물라면 등",,,가능,가능,예약 가능,"화장실:남녀구분
",20000166007
기리,42780,,,대구광역시 달서구 조암남로 51층,35.8226464053,128.5323167723,"기리는 일본식 돈가스 전문점으로 내부 인테리어가 고급스럽고 깔끔하다. 단체석도 마련돼 있어 각종 모임이 가능하다.<br />대표 메뉴는 안심카츠 정식과 등심카츠정식이 있고, 이외에도 카이센카 정식, 일본식 탄탄멘, 기리시오 라멘 등을 맛볼 수 있다.<br />대구 지하철 1호선 상인역과 남대구IC에서 가깝다. 인근에는 월곡역사공원, 앞산해넘이전망대가 있다.",053-633-2486,,,있음 / 주차요금 무료,0,,"평일 11:30~21:00, 브레이크 타임 15:30~17:00",연중무휴,안심카츠정식,"등심카츠정식, 카이센카정식, 일본식탄탄멘, 기리시오라멘 등",,,가능,가능,,"화장실:남녀구분
",20190183248
가창닭갈비,42939,,,대구광역시 달성군 가창로119길 131층,35.7655411302,128.6493913845,"가창닭갈비는 대구광역시 외곽에 위치한 음식점이다. 대표 메뉴는 닭갈비(2인분 같은 1인분)로 닭갈비 자체만으로도 충분한 식사가 될 정도로 양이 푸짐하다.<br />라면과 달걀, 전을 직접 조리해 먹을 수 있는 셀프바가 있는데, 라면은 테이블당 1개, 달걀은 1인당 1개씩으로 제한된다.&nbsp;<br />파동IC에서 가깝고, 인근에 워터파크 스파밸리가 있어 가족 나들이 장소로 좋다.",053-767-0149,,,있음 / 주차요금 무료,0,,"11:00~20:30, 브레이크 타임 15:00~16:30",월요일,닭갈비,"라면, 전 등",,,가능,가능,예약 가능,"화장실:남녀구분
",20150188245
꽃잔디식당,42916,,,대구광역시 달성군 달구벌대로 750,35.8601518571,128.4553336296,"꽃잔디식당은 대구광역시 달성군 다사읍 매곡리에 있다. 예스러운 외관과 깔끔한 분위기의 인테리어가 눈에 띈다. 오직 아귀찜 요리 하나만 하는 집으로 대표 메뉴는 전통 아귀찜이다. 음식을 주문하면 영양돌솥밥이나 바지락칼국수 중 한 가지를 선택해 맛볼 수 있고 순살 아귀찜도 판다. 대구 지하철 2호선 다사역과 다사IC에서 가깝다. 인근에는 달성문화센터와 다사 근린공원, 강정보 유원지, 강정보 디아크 광장이 있다.",053-585-3368,,,있음 / 주차요금 무료,0,,"11:30~20:50, 브레이크 타임 14:30~17:00(토,일 16:30)",월요일,전통 아귀찜,"순살 아귀찜, 간장게장 등",,,가능,가능,,"화장실:남녀구분
",20020188264
대가웍 본점,42998,,,대구광역시 달성군 현풍동로29길 5,35.7000503569,128.4460194175,"대가웍 본점은 대구광역시 달성군 현풍읍에 있는 중국집이다. 대표 메뉴는 야채와 해산물이 푸짐하게 들어간 야끼우동(가락국수)이다. 이 밖에 짜장면, 삼선짜장, 짬뽕, 매운짬뽕, 탕수육, 고추잡채 등을 맛볼 수 있다. 북현풍(하이패스)IC에서 가깝고, 인근에 달성종합스포츠파크와 달성 노을공원, 세계문화유산으로 지정된 도동서원(우리나라 5대 서원 중 하나)이 있어 연계 여행이 손쉽다.",053-611-2626,,,있음 / 주차요금 무료,0,,10:30~15:00,일요일,야끼우동,"짜장면, 삼선짜장, 짬뽕, 매운짬뽕, 탕수육, 고추잡채 등",,,가능,,,"화장실:남녀구분
",20160188665
대새목장,42939,,,대구광역시 달성군 가창로93길 523,35.7459286871,128.6075289430,"대새목장은 대구광역시 달성군 가창면 주리에 있다. 옛 목장 터를 리모델링한 공간이다. 카페 본관은 모던한 외관과 인테리어가 돋보인다. 무엇보다 외부 공간이 훌륭하다. 적당히 을씨년스러운 폐건물, 코끼리 등 여러 가지 조형물, 널찍한 정원에 배치한 테이블 등 덕분이다.<br />대표 메뉴는 대새 밀크티다. 달당우유, 오리지널 밀크티, 딸기우유, 아메리카노, 딸기에이드 등도 맛볼 수 있다. 입장권을 구매한 후 영수증을 보여주면 음료로 교환해준다.<br />파동IC에서 가깝고, 인근에 워터파크 스파밸리가 있다.<br />※ 반려동물 동반 불가",010-5922-2033,,,있음,0,,11:00~20:00,월요일,대새 밀크티,"달당우유, 오리지널 밀크티, 딸기우유, 아메리카노, 딸기에이드 등",,,,,,"화장실:남녀구분
",20120188202
카르멜,42916,,,대구광역시 달성군 달구벌대로 616,35.8501472812,128.4469735323,"카르멜은 대구광역시 달성군 다사읍 매곡리에 있다. 널찍한 정원을 비롯해 모던한 느낌의 외관, 차분한 분위기의 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 가지기 좋다. 대표 메뉴는 에스프레소다. 이 밖에 아메리카노, 허니에이드, 허니 한라봉에이드, 허니 딸기에이드 등을 맛볼 수 있다. 반려동물 동반이 가능하다. 논뷰를 자랑한다. 다사IC에서 가깝고, 인근에 강정보유원지, 강정보디아크광장이 있다.<br />※ 반려동물 동반 가능",053-710-5090,,,있음 / 주차요금 무료,0,,10:30~22:00,연중무휴,에스프레소,"아메리카노, 허니에이드, 허니 한라봉 에이드, 허니 딸기 에이드 등",,,가능,가능,,"화장실:남녀구분
",20190189438
하얀집,42938,,,대구광역시 달성군 가창로155길 9,35.7818474976,128.6427609590,"하얀집은 대구광역시 달성군 가창면 냉천리에 있다. 예스러운 느낌의 외관과 깔끔함이 돋보이는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 모두부, 순두부, 짬뽕 순두부, 연두부, 두부구이, 비지찌개, 비지 튀김, 두부샐러드, 소고기, 버섯, 채소, 국수, 만두 등이 나오는 두부샤브다. 이 밖에 두부정식과 콩국수도 맛볼 수 있다. 두부는 국산 콩만 사용해 손수 만든다.<br />파동IC에서 가깝고, 인근에 워터파크 스파밸리가 있다.",053-710-5522,,,있음 / 주차요금 무료,0,,"11:00~20:00, 브레이크 타임 15:00~16:30","매주 월요일, 매월 첫째주 화요일",두부샤브,"두부정식, 콩국수 등",,,가능,,,,20100188202
대쿠이 본점,42410,,,대구광역시 남구 중앙대로51길 38-21층,35.8563908424,128.5885164406,"대쿠이 본점은 대구광역시 남구 대명동에 있다. 이국적인 느낌의 외관과 차분한 분위기를 연출하는 인테리어가 돋보인다. 돈가스 하나만 파는 곳으로, 대구뿐 아니라 전국적인 맛집으로 이름 높다. 대표 메뉴는 매장 특유의 방식으로 숙성한 등심, 목살, 안심 세 가지 부위를 맛볼 수 있는 모듬카츠다. 오후 10시 30분까지 영업하지만, 재료가 모두 소진되면 더 일찍 문을 닫는다. 대구 지하철 1, 3호선 명덕역과 북대구IC에서 가깝다. 인근에는 2.28민주운동기념회관, 봉산문화거리, 헌책방골목이 있다.",0507-1307-2625,,,없음,0,,"11:30~22:30, 브레이크 타임 15:30~17:00",일요일,쿠이 모듬 카츠,"주류, 음료 등",,,가능,,,,20130158383
오르다카페,42492,,,대구광역시 남구 안지랑로 11,35.8323321358,128.5712103002,"오르다카페는 대구광역시 남구 대명동에 있다. KBS 2TV 예능 프로그램 배틀 트립, SBS 시사 교양 프로그램 생방송 투데이에 출연한 바 있다. 모던한 느낌의 외관과 인테리어가 돋보이며, 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 야간에 낭만적인 분위기를 연출하는 루프탑도 갖추어져 있다. 대표 메뉴는 오미자청을 첨가한 핑크 레몬 에이드다. 이 밖에 아이스티, 디카페인 아메리카노, 카페라테, 플랫 화이트 등도 맛볼 수 있다. 대구 지하철 1호선 안지랑역과 파동IC에서 가깝다. 주변에 앞산 해넘이 전망대와 먹자거리인 앞산 맛 둘레길과 안지랑 곱창 거리가 있다.",053-6723-4711,,,있음 / 주차요금 무료,0,,"10:00~01:00(1층), 10:00~23:00(2층, 3층)",연중무휴,핑크레몬 에이드,"아이스티, 디카페인 아메리카노, 카페라떼, 플랫화이트 등",,,가능,가능,,"화장실:남녀구분
",20210167014
원대덕골민물장어,42492,,,대구광역시 남구 앞산순환로 409,35.8319405042,128.5707075777,"원대덕골민물장어는 대구광역시 남구 대명동 소재 앞산 맛 둘레길에 있다. 깔끔한 외관과 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 특제 소스에 찍어 먹는 민물장어구이다. 주문이 들어오면 민물장어를 바로 잡아, 조리하기 때문에 싱싱함은 말할 것도 없다. 민물장어구이 외에 장어 시래기 탕, 청국장도 판다. 파동IC에서 가깝고, 인근에 앞산 해넘이 전망대, 안지랑 곱창 거리가 있다.",053-653-1213,,,있음 / 주차요금 무료,0,,11:00~23:00,월요일,민물장어구이,"장어시래기탕, 청국장 등",,,가능,가능,예약 가능,"화장실:남녀구분
",19880166099
청도돼지국밥,42439,,,대구광역시 남구 대봉로 65,35.8447479981,128.6038404148,"청도돼지국밥은 대구광역시 남구 봉덕동에 있다. 봉덕시장 인근에서 맛 좋고 양도 많은 국밥을 파는 곳으로 이름 높다. 내부 한쪽 벽면에는 이곳을 다녀간 유명인들의 사인이 빼곡하게 붙어있다. 대표 메뉴는 돼지고기가 푸짐하게 들어간 돼지국밥이다. 이 밖에 순대국밥, 곱창 국밥, 순대 따로국밥, 곱창 따로국밥, 수육 등을 맛볼 수 있다. 북대구IC와 파동IC에서 가깝고, 주변에는 고산골 공룡공원, 아르떼 수성랜드가 있다.",053-474-3703,,,없음,0,,"08:00~22:00, 브레이크 타임 14:00~15:30",일요일,돼지국밥,"순대국밥, 곱창국밥, 순대 따로국밥, 곱창 따로국밥, 수육 등",,,가능,가능,,,19950166022
현짬뽕,42439,,,대구광역시 남구 대봉로 89,35.8470227458,128.6041097726,"현짬뽕은 대구광역시 남구 이천동에 있다. KBS 1TV 시사 교양 프로그램 김영철의 동네 한 바퀴, SBS 시사 교양 프로그램 생방송 투데이 등 여러 방송에 소개된 바 있다. 25년 경력의 주방장은 매일 새벽마다 농수산시장에서 싱싱한 재료를 구입하는 것으로 일과를 시작한다. 대표 메뉴는 통문어 짬뽕이다. 이 밖에 현짬뽕, 차돌 짬뽕, 바람돌이 짜장, 통문어 짬뽕 전골, 짜장면 등을 맛볼 수 있다. 북대구IC와 파동IC에서 가깝고, 주변에는 고산골 공룡공원, 아르떼 수성랜드가 있어 연계 여행에 나서기 수월하다.",053-474-2656,,,없음,0,,11:00~21:00,연중무휴,통문어 짬뽕,"현짬뽕, 차돌짬뽕, 바람돌이짜장, 통문어짬뽕전골, 짜장면 등",,,가능,가능,,,20110166190
돼지만 본점,42814,,,대구광역시 달서구 상화북로 192,35.8131338570,128.5467213231,"돼지만 본점은 대구광역시 달서구 상인동에 있다. 깔끔한 외관과 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 생삼겹살이다. 이 밖에 생목살, 항정살, 갈매기살, 가브리살 등을 맛볼 수 있다. 특히 지방질을 좋아하는 손님을 위해 고지방 마니아 삼겹살이라는 메뉴도 준비되어 있다. 유천 하이패스IC에서 가깝다. 인근에는 월곡역사공원, 앞산 해넘이 전망대가 있다.",053-636-9233,,,있음 / 주차요금 무료,0,,"12:00~23:00, 월~토 브레이크 타임 14:30~16:30",연중무휴,생삼겹살,"생목살, 항정살, 갈매기살, 가브리살, 고지방 매니아 삼겹살 등",,,가능,가능,,,19990181050
